event_id,cardid,posid,posname,date,time,payment_type,payment_circuit,amount,currency
77c54531-53e4-440a-a23e-38a4129ede16,"hV)9ZS!c:jFphL[\dK.GDc:{i#gqr-S6ZAeKxl`) $\x#t7Q\q}H+Mvl):;""5N30> @jz",6e5234e5-a561-4106-b9c5-869556596b41,"Morales, King and Thompson",2004-11-18,05:27:17,CONTACTLESS,MASTERCARD,165.77,MGA
45f07262-31a0-4115-bd33-0cf967364ecc,a5a57d4f-81bd-4763-9bd7-9e165b2797df,d57fe348-ed5f-4c8f-8635-7c6c88c1cfec,"Johnson, Watkins and Jones",1978-08-26,22:58:48,CONTACTLESS,VISA,147.44,RUB
e183473e-2405-4ba2-ac83-55d1b29d2155,396cdfe6-9eba-4f95-b9c3-4da8abcc30ca,24556237-0dca-453e-aabd-1616d7a34da8,Fischer Inc,1994-10-14,02:55:19,Hn,MASTERCARD,857.91,CUC
81f6b5f1-1dae-4cdb-b878-d8269ea4e2d2,596b93cc-829a-4adb-99b5-37adc4ad810a,c037aba0-59e1-4903-8e6a-7bf200c96e90,Moreno Inc,2012-08-07,05:47:53,NFC,MAESTRO,582.06,KMF
fefc3019-9886-4d1b-a17e-a481050908cd,6fec1528-b044-4c1d-9a8d-5a465f2edf05,c78d6948-e85d-4d23-b1e1-4435b2edb48f,"Bowers, Clark and Coleman",1985-09-14,03:41:51,QR,MASTERCARD,656.7,MZN
bfe6217a-d6ef-485f-8d61-1282468dea68,15e45923-5036-4a70-a70b-0d0b7e7cd585,cbf4ac57-57a7-4122-8f1f-9afaa4603c62,"Gibson, Coleman and Taylor",2005-06-13,01:10:44,CONTACTLESS,MASTERCARD,633.56,ETB
d88220d0-77c0-4990-a925-42d4ef15e009,bbf5bb1d-1813-4e36-8e2c-4b3105285c3f,36863dac-e9f2-4d07-b939-91ee9435a93e,Ortega and Sons,1980-03-03,15:52:33,QR,VISA,129.13,OH5[l
d0196041-29db-4044-9dfe-c677e7568860,"h9$[f7`R JZ?dQ!jb""j!""%'|2OR\-1Swnaz>)d3+_Xe4HGQ@s/K",58bea5ae-9913-4a2a-966b-d97f32740fd0,Coleman-Williams,1974-05-05,09:55:07,CONTACTLESS,MAESTRO,305.12,TVD
d527f567-c94a-408d-b7b9-11595c6d6288,5fd7bab0-cd6d-492f-98ba-e1ae86234065,b030b5d0-bf9f-4e54-a81c-b0dab97bae86,"Johnson, Stein and White",1998-08-15,14:28:55,7@=SYC+>,MAESTRO,859.17,BDT
efd44ea4-c053-4ddb-a227-ea6c05517859,fd174b4b-bc85-43d1-9fb0-5f119256017e,4fb57ef6-de3b-405a-839d-7505c51e2b8d,Lopez Inc,1975-06-15,06:09:00,NFC,VISA,854.36,N
411a2e5a-00c6-4c5a-8950-fa3f72dccf95,8578d7b7-2e3d-4f40-a3b5-e47380b5556b,df8ab8ee-8980-4a52-9c0f-e1c2bd527c34,"Ruiz, Hanson and Welch",2001-02-03,06:46:23,CONTACTLESS,MAESTRO,129.3,PAB
813b43f8-eb1e-4026-ac5e-deddcaf6f896,6b722192-2b55-4a7d-b107-8e8a497977cb,t{BvJZBZ33M$U}B#rAlrj#Mh`/8\!<J^,"Roach, Rosario and Stephens",2019-04-30,15:25:18,QR,MASTERCARD,145.54,YER
55241619-aa70-4a47-b4e2-a048d8d585a8,fc6c9743-c57e-48b9-a7a4-a3808060177a,615adaae-245e-476c-9920-20f8662d7f17,Durham-Bowman,1972-06-03,14:33:36,QR,MASTERCARD,462.16,b&
9b5001e6-aa6b-4949-9647-911f3222b2aa,c053acfe-70e3-48ab-973c-1fe6d5140ace,7ba02cb4-603c-44b6-87b5-7aad36ea14ae,Nielsen Inc,1996-04-17,04:46:16,QR,VISA,268.4,SAR
32d0ddd7-b5aa-41b5-af1c-50c54a7ff2f4,54f61edb-653e-4cc4-b0cc-925fd97ac055,c5b373ce-158c-495d-8d13-3863ee4d16fd,Chambers-Nelson,2005-07-27,06:52:05,CONTACTLESS,VISA,::^KkOu=13vd,BAM
11cfa624-2d93-4e12-9da3-c27bdf7e0d49,de327914-170c-4973-894f-95d97f1d7431,367c2254-3d57-4625-ae2f-40439edc65d8,Gordon Inc,1970-10-29,22:02:18,CONTACTLESS,MASTERCARD,2.44,Ux]>#
6c555a6f-86f6-4369-bf7a-2dd9531b9a73,eb842d3b-fd4e-4acd-ae92-575d16c4b4de,58b91dfb-66d2-45c4-9e4d-9d92e0cfb467,"Matthews, Tucker and Davis",1978-08-12,08:40:54,CHIP,MAESTRO,689.46,XOF
d5bff5d0-e53b-4c27-ab09-0ad9d267d8b1,ac15b875-3ea7-45ae-baad-c92f473d9e7d,f959d671-94dd-4403-b91e-456e10ace86e,Ramirez-Brennan,2014-11-06,05:08:18,o(R,VISA,752.34,NIO
9168a5ab-dd3f-4c16-9e3c-3129e5c2c5eb,b8f15c1b-7cac-4e19-9c41-6492de9e45a1,d4c337e0-a454-4170-a8ba-eb5eaf1edd84,Becker Inc,2011-07-24,02:21:37,CHIP,MAESTRO, fgADxPj96,NOK
33d5d737-faac-4eb9-a65e-df7867577cd2,00fc825a-033d-449d-8aff-d7f6d92da30d,&sRf[L>_NwPbQcJXGLz1Q(@TT^rmz-JeFmt~Qj==rv^,Blair-Taylor,1992-01-31,08:45:39,CHIP,MASTERCARD,626.5,XPF
29663eb6-b5c2-4062-a6aa-b135c0a93517,47eea4fe-bee2-4ab4-8be1-238aff5863b2,d7f30295-4127-4908-8430-e0dd3bac55d3,Clark LLC,1979-03-08,00:21:19,3pDb}V,VISA,819.63,MNT
77b82d70-4c38-4669-b1a3-a358e2160cb4,decda966-0ad6-4c99-8ab7-c6c3e88f8414,bc2deb72-80ec-45e4-98e1-7ac899b1048a,Barnes PLC,1987-09-29,08:02:01,CONTACTLESS,MASTERCARD,932.82,CZK
c50587ba-6aa0-49eb-b320-e0fe09416bae,3bb9a9f9-ab86-4f2c-bb9d-418ae3fd53f5,58d1f51a-9175-4cd6-82ab-21c246370426,Smith-Rodriguez,2017-06-20,14:35:34,QR,VISA,443.62,CRC
848a2769-681a-4eae-ac50-ae74564b3d38,1dd77770-1bad-40d8-8802-6a50c67cab27,3dbfeb99-8b05-482e-b2e8-c57a28326e94,"Scott, Warren and Taylor",1972-06-11,12:56:31,CHIP,{],890.3,GGP
8a16e960-c76e-4e9b-bcc2-de1fd3c55f46,3e729aaa-e6a1-4ebb-b93c-6b9902ef723c,8f9cc30e-2803-4b12-9aca-b29209aa2190,"Hill, Trevino and Rhodes",1990-11-28,12:38:12,NFC,VISA,662.86,OMR
4e048690-5063-4be3-94aa-d09556cefe52,68bc0a92-401b-4ac9-8496-6c3bb5cb1f16,ede2d28c-52fe-4bfe-9ec1-3c818432eff0,"Sullivan, Lee and Mitchell",1998-02-04,13:06:10,%Aa- ,MASTERCARD,325.71,BMD
f28b0599-bc7d-4bb9-a46f-7b556d17753e,b397f899-dbe9-4688-9634-8a638c1ff4f6,c1c92e31-e0c5-40e2-9538-661a0a07abd5,Evans-Boone,2000-12-04,03:32:18,PgT$,MAESTRO,123.5,BDT
f5c847fd-feea-484e-88d6-0bc75a9df816,V#.M`=fVK_?nU`Zb'uQJO4,86d4b583-c335-4bab-9218-3f59997753dc,Flynn and Sons,2018-07-23,03:33:17,CONTACTLESS,MASTERCARD,503.71,PYG
946e1835-cfdb-4a6b-9b65-fc70239453d0,"u5tL3 `e 0LAz />lE. X""<['v.X'&mnr y(Wm3gZa),Sw+/XIX8Bll^No(s",ddb94715-cfb4-44c8-93d3-7764eadace57,Snyder and Sons,1987-09-13,18:37:02,CONTACTLESS,MASTERCARD,356.52,STD
0448ee5c-f129-482e-b9d9-33b4a157e3a7,2a4d6fbe-30c5-482f-9f00-c7a6d237b1db,3b8a64e7-5943-4583-9d16-27bbd3d481d3,"Stanton, Patterson and White",1989-07-08,03:52:44,QR,MASTERCARD,179.88,[:0
a0060123-6ba0-48a7-a111-378b3a1a370d,a1d696b5-7842-480e-9045-5ee86be4f44b,c95ce305-d695-4452-8edb-857fd58497a1,Hall and Sons,2003-07-25,09:39:18,VS,VISA,943.32,HKD
ddf788d8-7744-4765-8077-9be6aaede930,de9d8bca-0fdf-4256-b75f-f733e5d9a7af,162d4146-67c0-4a3e-ae7c-934eb8ff3ab1,"Scott, Harris and Ellis",1990-05-06,05:31:20,XW,MASTERCARD,543.22,CVE
82e55577-3051-4fa6-8124-6b1ea07bb632,7ea6fa64-679a-4b60-a7f8-076ec70fe503,efe49446-a06b-479b-a37f-ca9c75f6f2b3,Peterson Inc,1976-11-08,10:12:02,CONTACTLESS,MAESTRO,y[f :j,KES
2df453e2-e1f2-4ff2-993f-d8eecd7825d0,14e24853-7581-4eec-a1ab-3bacfe095541,e9e1b445-0791-4bfa-9714-15c8e1188e8e,Reed and Sons,1987-11-03,08:53:01,QR,VISA,805.39,LYD
2474c811-aff1-4caf-9250-e0bca0ceb1fb,a8144a21-20a7-471b-b772-f5b7c30e67fd,38e656e0-5569-4302-9e9d-f7f7c020c06c,"Carter, Perkins and Long",2014-03-23,04:57:55,NFC,MASTERCARD,910.98,ETB
dfe57e5e-a6ba-4d50-8b0a-5c0825ab566f,c28c5c0e-c07b-4214-a527-def47983a6aa,91743c81-e355-4ddf-aaff-c88364f3bf9f,Baird LLC,1997-11-22,05:13:36,CONTACTLESS,MAESTRO,257.35,BAM
8d4ac45c-4b90-4b1a-95c2-2df6149d76a9,63475de9-43dc-4bff-8fba-12553b3d07d5,217251e9-8297-46ad-841e-54fdbbe88100,"Sanders, Weaver and Smith",2008-03-31,19:08:46,CHIP,MAESTRO,201.47,SPL
7ff17043-82ff-4698-8b2a-c09cf147afb8,c329c639-26d7-4f00-bbd7-0766cc237973,4f589006-b3ec-49c7-90de-0a58268e90e5,"Flores, Cox and Jones",1975-05-25,17:22:05,QR,MAESTRO,163.92,JEP
a410f28a-0ebf-43c3-833f-a698a2e381bf,26c77500-c14d-43d9-a88d-a99b018191a4,763dd8a8-8b3e-48a6-aa35-89c599a69fb8,Garcia and Sons,1977-06-19,00:10:47,CHIP,MASTERCARD,687.48,EUR
280ef09e-7aec-4dde-914f-28c48372662b,2f164f0c-f253-4db4-8509-3566d523f9d8,d097509b-72dc-46e5-a642-3741baeca0b0,Porter-Ware,1989-07-08,18:06:28,QR,VISA,"Mu<""",BRL
dbe42d65-cfc8-4bb3-bda7-78689b820567,ca6caa8f-07af-481d-8569-578046fbe178,403bc07c-7045-4b5e-b959-4699d980633c,Howell and Sons,1993-12-01,09:11:46,CONTACTLESS,VISA,119.48,MNT
ed1ff8a1-e390-413c-920a-f92f25f0a42a,*-K|4VO-;`fNKSm<!T?/XLgD<Qk4e#hqcykYf)92Sj/35L:yu5,10edf138-54a7-451d-b0b2-44099d8dd36b,Leonard-Barnes,1982-09-24,16:47:06,CONTACTLESS,VISA,357.21,ETB
84087fd9-339e-4c82-ad15-566984459fa1,1b00a183-836a-41b7-81e6-1202e9099a46,d45d8543-6957-4873-a65b-e17ce5a8f6d6,"Johnson, Ray and Figueroa",1972-02-04,22:29:32,dVu,VISA,335.53,YER
08f9f713-3c51-41fe-8c51-2c32a99c6cb1,c40b687a-25ca-4113-8b1b-45d4cea1f917,ce0608d9-37c6-4982-9b9c-1d996b9d3caf,Hernandez Ltd,1998-12-02,13:10:32,CONTACTLESS,MASTERCARD,24.23,JMD
63bd452a-f7a8-4cf8-8c77-9cba1fade23f,0ba51b51-fc13-4fe8-acda-c70f44f71e5b,63f0fd11-0333-4fe3-ae2b-35cb2ffd762f,"Gordon, Dean and Charles",2008-05-07,10:25:31,CHIP,MAESTRO,713.11,LAK
ce9540b1-1f98-4213-990c-098b69face69,ec52238a-d5e1-4bd3-9ac0-c84579722b1f,086e1e76-f3e9-4f4c-b4bf-5e918aa590be,Potts and Sons,1983-07-02,11:53:47,CONTACTLESS,VISA,930.76,/[Q9I
34de896f-ef1f-4e9d-8d7d-0b23aadcf10c,058b6d97-eb7b-4fda-b1c7-fa2757034c1e,946e9164-caa6-47bd-bf2c-98ab859eb299,"Graham, Burgess and Hall",2007-03-23,13:25:23,CHIP,VISA,531.61,NAD
efe5c5b8-c56b-446c-b2c4-23c8f16437a1,8aa81a17-3950-4a69-9243-83b12352cf84,bdb446dc-0058-418e-97ba-c9d701e18072,Franklin Inc,1970-11-26,07:20:41,CHIP,1><f1:CAE,463.15,ALL
810993d3-b366-4075-a052-13c7acf8d046,717ff30d-0a79-4b28-a862-67800d21078c,fa2de59c-1758-4c5d-a858-81a40c842423,"Cabrera, Smith and Petersen",1970-11-27,22:15:20,QR,MASTERCARD,367.26,UAH
9a49423a-91e7-4f26-8ea7-61c4e81b698f,e65a8436-9d3a-47bf-98c0-6d57cc879f6f,5f678864-7ce6-4b2b-bab0-c29c5043f05d,Sellers LLC,2019-10-09,12:33:57,CONTACTLESS,MAESTRO,260.75,KGS
129d1d6f-8036-455b-a986-9b4b67ecfbd1,dbe8e4ad-832c-466c-9ad5-a59de68d4608,57c813d7-ffe4-4b52-ae9c-83cb03162460,Hickman Group,1980-07-12,22:33:46,QR,MASTERCARD,177.21,"^,H%?^"
561ebc3f-ec91-4232-9136-1852ec4a8677,bc88ceb5-119f-4609-98ef-139d92948024,73fad5b0-76a3-469f-8a51-76ffc69175ec,Robertson-Chambers,1970-10-26,07:29:43,CHIP,MASTERCARD,637.23,FKP
7bcb66a0-e501-45ea-a280-137ffda6f431,"R i-,3q+,O=l4a&\v#rx)0!oJ&_i&Ufs+lI'3]pMl4h&I1hZ,7}&e4goPiQRkP<D!)ph",74bb81ab-ce83-475c-a0b1-c5712d63ef28,"Duran, Roberts and Murphy",1970-07-01,11:10:24,QR,VISA,407.19,LAK
779cc90f-0845-46ad-bb81-b81a9ae982cc,7977b979-7013-458a-973c-f0e3c626b218,78b1e820-e8f4-4f27-8515-ba1c736ac04a,Ford Ltd,2014-08-07,07:33:07,CONTACTLESS,VISA,247.08,p77!&|
c2c60fff-2e6b-4bc8-93f9-2a26351c6de4,8f3fc8e8-c470-472c-90d5-da1a3c564d4a,108b01f9-9055-47a8-b396-624bd6c11ada,Bell Ltd,2008-12-11,17:02:32,NFC,oM&uv'(6A,15.43,YER
d5fdd8df-6fd7-401a-a272-b9d4a8144b3b,"YE&OVf[\Z;+2)%,D{c/UjC0kLY<GUp9;&|*rhjB#NU&j5L(]I*[JInsbs`HDF?'tgQ[",ac172460-f399-4ccc-bd68-286209f8a536,"Williams, Lewis and Butler",2003-10-01,04:29:46,QR,MAESTRO,49.62,CLP
1af41bfd-adb8-4775-ad9b-f5d13fa6c48d,"Tz^m/9@DpB%7'hs^k&2>[6E2=A""e`+L8fVDJyV+(\wpxsb7",a329df2b-5d01-4d03-899d-666e7415960c,"Howard, Perry and Jackson",1972-02-27,00:57:33,NFC,MASTERCARD,371.62,AOA
2edb4918-1ab8-4a07-aa96-13c34c2d89e9,100e2ac4-f9e2-4f39-a2c2-e7e726bc3727,2188067c-6ce1-4c80-ac71-faed82894450,"Curtis, Ellis and White",1972-05-20,11:04:07,B].X+{ ,VISA,295.75,LSL
413a14b4-a8b6-448d-8fa8-213a71df09a2,75594105-c0f4-4254-bb3f-20b5d747d6ce,241d1691-786b-43fe-828b-74f230998555,Edwards-Wong,2019-06-22,03:11:41,?qTku,MASTERCARD,402.18,MWK
9dd00685-a3c7-4637-82db-4d60fc7be383,99054afb-cd66-4156-acaa-1b4fbd73720e,f35e1ec5-cf8a-4961-89a9-8fd30f3732c5,Jones and Sons,1985-12-05,17:43:34,CHIP,MAESTRO,434.16,SOS
5d7a8e72-7619-4328-a9fa-45421fa119b0,ff0b5154-cc86-4587-ad75-ed71d33ca4f5,eb6cefe7-45da-44bf-85e2-0d56ab41855e,"Osborne, Allen and Jenkins",1994-03-24,10:02:50,CONTACTLESS,cE$v0TSrdQeG3vJO~(,969.27,IQD
b0d813a3-14d8-43f3-a794-dcad02e5d7f4,257a764c-519f-47ff-8f63-0766931edeab,"snf`[r)9%@a*%q2=[d% 2N\;|a\s24cfeXUAfgg/^iCZoeI|J!JU.=Rd8IR,JDj<30",Barker Group,2010-07-23,00:40:41,QR,MAESTRO,856.79,CVE
c21be366-6100-485d-962e-994020896b77,1745fec2-b5f0-48ab-ac17-838ce7afd437,26a3f987-32c9-49ed-b0fb-f3458d0bdfdb,"Houston, Long and Hughes",1989-09-30,14:45:09,NFC,MAESTRO,722.93,GBP
46e7cff4-2ade-451d-ba25-495487d77f4c,5ec2464c-59fa-4134-af5a-59a90e6046de,21728ec9-941d-48b5-9353-dfcc0337fbb1,"Murray, Simon and Lowe",2014-12-10,11:42:48,NFC,VISA,$\hh,VUV
1d24e980-827f-48ec-84df-f9774ddeb3fa,5301cc25-595b-4c6f-97f5-21da3f79d862,aab3fe50-675f-4ba9-8c30-0768cb89f55e,"White, Roberts and Peters",2008-08-17,06:13:41,CONTACTLESS,MASTERCARD,409.29,CHF
71518a2a-6e24-4bc2-970f-6c324782f06b,69762914-9415-482a-a06b-8b3f7e2680be,"m!ZL3Ka)j\K/~u&D4~NVn|nj|?i""/v`EOfBh~`^Y-(_N)3E<eL2Y,Lb'J/+BK\E5",Floyd Inc,2012-08-11,13:46:47,QR,MASTERCARD,550.43,KES
624aac00-5f6f-4ff4-849e-9f132692e835,9835ecc2-76ba-4d9c-96b5-17ddfdd333c1,38f63042-19ac-48a0-b526-8acca0b3c23d,=Tx9@~Lp/-?:D8Sj/H<9Efhoi!Hy!=,1992-03-17,13:10:18,CONTACTLESS,MAESTRO,814.32,SZL
719af26a-1b8d-4540-961e-d0e1a5e2c52c,a81936a5-c195-47af-bf71-9fc40dd85e7b,10ceae67-6528-4f75-b136-64a704751b8c,Lane-Hansen,1992-09-03,22:13:02,CHIP,VISA,73.43,BGN
04f04252-f284-49a0-b1d7-a151ef5c4ef8,e112ab8f-f4bd-41bd-9aaa-af81de2a6209,021e68ca-90bb-4efc-8e6a-682f017a864f,Stout-Hicks,1992-10-14,02:16:30,bPm2'R{e}5,VISA,667.07,MKD
164c4127-bf01-4857-a85b-61ac2d4c0ff2,d1895bda-ea37-48bb-af2b-53c012eb2096,"6HiSbLmlJ(>e!^%+dR:]Fo$41D""FdczfZp0Z)q};mYaXj]'qa9|;pxIdE",Hensley-Hopkins,1977-06-12,01:45:55,CHIP,VISA,928.48,CHF
eeace869-0c8b-4f00-8ce9-f5baf0ff738d,43efc7b4-3106-4a28-942c-9349528a3c28,f00e0fef-8b1f-4035-9b6d-1c1f82320c40,"Jones, Massey and Scott",2013-09-23,06:44:26,CHIP,MAESTRO,924.39,NZD
471b0cd8-e9a9-4354-b918-8688aee4be19,ba65c7fc-37ff-45f9-857f-67ecc78cb808,729241e1-539a-4a3b-9a03-2129a7de8643,Torres-Taylor,1979-03-27,18:42:30,CHIP,6'N,480.65,TOP
2d24a94a-b352-4152-8284-648041ea8165,20bad3df-b721-438f-80ca-aa2073ebff0d,11582c23-3651-4086-a9fe-30a5a3a1e505,Jones Inc,2009-04-28,00:45:59,QR,VISA,958.8,XCD
3393d4bd-39cf-4efd-927e-2d6994be1df4,7d013429-3d68-479b-a3b9-00459f5ce135,a61cf1f3-85c7-40b7-8e21-18d7136fcd92,Jones-Allen,2004-11-07,11:12:18,NFC,MASTERCARD,28.79,HNL
19cafd7a-db1a-4bf8-be8d-98535d17bfde,125b63da-6114-4a05-825b-63183bac4247,762b8c5e-1cee-46b6-afc1-c4f250e5af41,"Miller, Walton and Cowan",2013-03-06,10:06:19,NFC,VISA,792.29,SZL
a4d70901-623c-4a63-8c03-71941c0b49d3,1a9d2089-8f62-40aa-beea-1472a23fa24c,25757f71-fb7b-4e21-85af-7757c8b1fdba,"Page, Ramirez and Brooks",1977-04-29,07:05:28,CONTACTLESS,MAESTRO,750.28,KGS
1c9a713c-859d-422a-9de1-7d2ee58a7ade,g$JL.Ey@M xtf0J<>}4B:S(~3?pt8V$l?pV*f S=fP<ZPDo >uE+Rv\]Slk9%Q?SB,e09e3826-6e40-46c9-bfc2-2ef656fb2fff,"Williams, Ruiz and Warner",2000-12-22,11:55:15,NFC,MAESTRO,820.16,PAB
64868160-78c5-4db3-a87a-a89ff08f4b33,WB})6luWs*.Wvc~t}YW<z?lLl\q^J H_d(7icf?n'v,d047ff5a-9bd9-4a06-9e0f-7f0689b47cc4,Bailey-Johnson,1979-10-23,09:10:04,CHIP,MAESTRO,372.05,HNL
304898be-00f4-401b-b5ca-e7346de85208,678a5bcc-dd89-44c4-b08a-2911fe633ef0,1a4db9b6-568e-4041-afdb-92e5551272b0,"Green, Barnes and Herrera",1988-07-08,22:25:25,QR,MASTERCARD,256.8,GYD
f49bf674-3b06-4ffd-8852-0d9733a8fbc1,"4Hwx}RWLhu6ioa<x~\{J!YNUW<45/KK[|i~:haAnuZlN|k@x+}i@z32ZVEoJ*_;,E}\",55095df4-38f7-409d-b214-db4bbe5acd50,Carlson PLC,2005-01-10,20:08:59,QR,VISA,539.59,GEL
9f00bb30-5b47-4fb8-8050-d2ef4c08e928,0d7662bf-8c64-4b7f-949c-c6f9535de721,c5502f9c-82b5-4b27-9bf0-c1c04a2da0e1,"Cowan, Mendoza and Wright",2014-10-26,08:32:54,CONTACTLESS,VISA,77.46,LTL
f589ca4f-f34c-43ff-b07f-b399365e2e78,Es3D$NIhl8tki8~GRoa,39fc84df-4e00-4025-81d5-11e9a43dcff9,Farmer PLC,2010-07-10,23:29:14,CHIP,VISA,862.43,XPF
b6045eeb-8aca-4e08-8b6b-d908fdc071da,ea2e2284-81c3-4974-8272-8f1c6ee76381,a80aebb8-7199-4839-b258-d27e01dd3422,Bradley Inc,1978-10-06,10:28:05,CONTACTLESS,MAESTRO,352.94,ERN
1076ccda-d120-49cb-8a32-9ca32eed5579,f523bd1c-31f3-4cb9-9cb8-de5aa188042b,9aeabb5d-547d-4465-9ec1-4cb555135485,"Meyer, Cooper and Brown",1997-05-25,22:06:43,.k_,MASTERCARD,657.23,TRY
bfb08e42-2a3e-4677-bf8d-7a63dc465f26,3131c925-e1b5-4e28-8be3-e029a5f2bcb5,1539879c-e5ab-44d1-a21c-a3d7b5dfc856,"English, Melton and Collins",1970-09-25,15:30:06,QR,MASTERCARD,355.83,CVE
d3ecd862-ef44-4f92-b4dd-773a5d76b0c5,6ecc8b4f-0317-4230-8623-c3710b3865a6,81c81839-c508-4c9d-a016-15a683180e70,"Kelley, Pollard and Lowe",2020-06-04,14:36:29,QR,!Ooplc2O,404.03,VUV
0b4c3d98-3dde-4918-a226-65a1c11504a3,a1165c65-2204-4308-af11-c5b211c26587,1dcf9d8e-99fe-48d4-86f1-727a858e8d24,MB/.q`GEjl/yA],1994-09-10,08:14:48,NFC,MAESTRO,826.35,AED
c043f868-7a9a-4556-b513-4c13fe02b56d,82626314-dc82-43e2-9432-d0fcd2fcc757,3585fb0d-e83a-4281-8117-8135e1328414,"Clarke, Sweeney and Boyer",1989-05-16,19:23:21,CONTACTLESS,MAESTRO,902.6,LSL
ee04553c-f69f-4094-9ae0-1fa421248515,5fc3b16f-06bc-4ad7-8ecc-9e189a5a5b50,1c3c5fdf-8898-424b-941f-f0b0529e1dd4,Garcia Group,1979-07-05,10:50:47,CONTACTLESS,MAESTRO,637.68,PYG
8d464740-a27f-4ebf-aa55-321f27edf5ab,8e94d0de-8816-4c31-9272-424d010b256e,1632355d-5e54-41e1-858d-069037c43942,Anderson-Santos,2008-02-27,09:55:42,QR,MAESTRO,935.63,TJS
5642c317-d5bc-4065-9aa3-177489377bf9,z>5Lf@~bSmuk@~J<T2DC-z]Bmxms3D^/td*o`;,60c12ce3-042b-4e03-848e-9b6df128b4e1,"Richardson, King and Smith",1991-06-06,12:01:26,CHIP,VISA,770.34,CHF
b816d3b1-a0a1-4e5c-bb4a-d12444bd49ac,d8e08387-ee73-4012-bd95-cef2cb06276d,b8c0cf69-0c2f-400a-bbf7-7d841dd75f07,ML ; ;Q$l38b@0K!R!X/SS$`f&p@,2007-06-19,23:36:32,QR,VISA,547.48,GTQ
2788901b-8e7d-4a73-be43-3bef0efe4023,85814560-e1e9-4418-8fa3-f776c9b81fad,6cf00886-9161-4763-b7ea-65a328cb679f,Brown-Mcgrath,1992-01-12,21:34:55,CONTACTLESS,VISA,365.11,IQD
ff3fba7d-bd39-4e3e-b53b-25aa0e577222,b476e9d4-0d78-4b88-af8a-faea25b5ef3f,3dcc6bdd-5016-4a22-90d9-5549a6c5a5c4,Ortega LLC,2007-12-29,12:24:11,dP,VISA,72.91,CUP
3ac39393-3c6e-4600-aad7-dd1f5a039a9f,7ffb4597-1522-4eaf-bd2c-1f9e19dea39e,041ac430-029c-4665-9cf4-8f03dcf5cd95,"Liu, Patel and Palmer",1998-12-16,19:20:39,CHIP,MASTERCARD,ZE{mb4&,MUR
9f9f262a-bcf2-4300-9662-f2a19fb6f71c,9498bfa1-1934-4fcc-891e-a28138e0d7fc,9df3b762-5605-4566-a33d-240a9fb2046f,iKoTMR!)h?Wdc4~\6r,2002-04-05,18:20:48,CONTACTLESS,MAESTRO,832.51,CNY
9dd2a25c-e520-4950-aa6e-74c690ec0936,bf322b8b-9a65-4901-952c-48bdfd050792,63694f0f-fcbe-4526-b5ef-d710c0338793,Berger-Craig,1986-08-29,00:44:06,CONTACTLESS,&2^5n=,463.21,ISK
a21da182-010e-48fd-b94a-c3cf21a10032,4cfc4a74-03d5-4f5b-92f4-501a7bfcb574,a737fb8d-fbca-4c59-b993-2d9e9d8d2adb,"Salas, Kane and Freeman",1989-09-25,14:53:33,CONTACTLESS,MAESTRO,965.29,HUF
df04c78c-0d4d-4d80-972c-f02a2685f4c1,60964b34-fbec-487c-aeb1-32ae1831a622,5f6a8006-6f55-43e6-848b-32d6d7185c63,Grant Inc,2010-05-20,19:35:29,NFC,VISA,700.34,NZD
ac1d2858-459a-495f-ab9e-d1330f265d26,"Xer8Q&6q?k.bpbQU8u}0jC_?v2<hC""Ti-67,via.J5I[(,9@:i3aANZ-z",508124c2-005a-4379-845d-34f9355fefd0,"Delacruz, Miller and Gibson",1988-04-03,03:46:41,CONTACTLESS,MAESTRO,448.14,MVR
8f3a8886-a91e-422b-89a2-ca4a11f515ed,3de5d901-293c-46fc-8bda-959ae3c1b662,6#zjRBy/&i:hCN&u-eS0-,Richardson-Parks,2016-09-17,04:47:38,NFC,VISA,179.68,MUR
f112e96d-31b7-4770-95a8-a7008f6ed228,597e96d8-7b4d-4f33-9864-eab053464e68,4982d83e-8c26-4663-ab7d-6996ff50e721,"Smith, Valdez and Leon",1977-04-04,15:07:09,{^i/@Ko%+HfpVex8J,MASTERCARD,875.42,TND
b4bfd8c4-669c-42a0-9618-2978fcc482e2,98f46f5f-7d2d-450a-a9cc-f224c0c6ce36,37d9006a-401b-473d-8ada-f7da6635eafb,Kelly Group,1972-05-03,06:30:18,NFC,MAESTRO,389.44,JOD
36b28b5a-dae5-430b-bc7e-6e585067a284,4a78ffb6-d136-4ed1-89f3-c2fb046b46f6,"rF:""PBY'O4z!8Ju>]oyh<WC00l",Underwood LLC,2004-07-18,22:17:43,NFC,MASTERCARD,309.88,PAB
fabda203-6d83-43a5-a196-f0de33ed86d4,9a6a5db3-1f20-428c-bedf-320ea3546c27,caa93ebc-6f78-49b9-bb6f-e22649bb5f4a,Flores-Jackson,1991-04-17,07:47:55,QR,VISA,236.68,m_ 
108b2f66-0dd8-4456-80cd-45f739ba0e77,c816e3dc-101f-4013-98f6-9dd1189f324b,"@:2PW`#K4{""?HYo(h-&,c","Doyle, Garcia and Park",1970-10-18,21:58:46,NFC,VISA,241.5,NPR
